image,artist,school,technique,timeframe,type,technique_macro
04711-staghunt.jpg,Gerrit Claesz BLEKER,dutch,oil,1601-1650,landscape,oil
22344-4elemen2.jpg,Jan LIEVENS,dutch,oil,1601-1650,mythological,oil
23083-crucifi.jpg,Pietro LORENZETTI,italian,fresco,1301-1350,religious,fresco
00098-still_li.jpg,Willem van AELST,dutch,oil,1651-1700,still-life,oil
14594-spaniels.jpg,Jan FYT,flemish,oil,1601-1650,genre,oil
20489-madonna.jpg,JACOPO del CASENTINO,italian,tempera,1301-1350,religious,tempera
41989-crowning.jpg,VALENTIN DE BOULOGNE,french,oil,1601-1650,religious,oil
39815-13trevis.jpg,TIZIANO Vecellio,italian,oil,1501-1550,portrait,oil
30258-portpriu.jpg,PALMA VECCHIO,italian,oil,1501-1550,portrait,oil
29939-feasting.jpg,Adriaen Jansz. van OSTADE,dutch,oil,1651-1700,religious,oil
42362-bathhuts.jpg,Henry van de VELDE,belgian,oil,1851-1900,landscape,oil
24300-04marko.jpg,Károly the Elder MARKÓ,hungarian,oil,1801-1850,landscape,oil
39350-06pillar.jpg,TINTORETTO,italian,oil,1551-1600,religious,oil
24283-scenes4.jpg,MARIOTTO DI NARDO,italian,tempera,1401-1450,religious,tempera
13507-zodiac11.jpg,Giovanni Maria FALCONETTO,italian,fresco,1501-1550,mythological,fresco
34950-30german.jpg,German ROMANESQUE PAINTER,german,fresco,1101-1150,religious,fresco
12974-faille.jpg,Sir Anthony van DYCK,flemish,oil,1601-1650,portrait,oil
33661-08misc.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,still-life,oil
36314-adoratio.jpg,Carlo SARACENI,italian,oil,1601-1650,religious,oil
13724-hercules.jpg,Gregorio de FERRARI,italian,oil,1651-1700,mythological,oil
19878-2family.jpg,Hans the Younger HOLBEIN,german,oil,1501-1550,portrait,oil
16618-madonna.jpg,GIOVANNI DAL PONTE,italian,tempera,1401-1450,religious,tempera
14588-duckhens.jpg,Jan FYT,flemish,oil,1601-1650,genre,oil
42668-judith.jpg,Jan Cornelisz. VERMEYEN,dutch,oil,1501-1550,religious,oil
04173-3carrega.jpg,Il BERGAMASCO,italian,fresco,1551-1600,religious,fresco
26056-15allego.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
37418-violist.jpg,Pieter Cornelisz. van SLINGELAND,dutch,oil,1651-1700,portrait,oil
26018-09lament.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
18880-saul_dav.jpg,GUERCINO,italian,oil,1601-1650,religious,oil
02721-woodedla.jpg,Jacques d' ARTHOIS,flemish,oil,1651-1700,landscape,oil
36703-rosebush.jpg,Martin SCHONGAUER,german,tempera,1451-1500,religious,tempera
12439-spirits.jpg,Asher Brown DURAND,american,oil,1801-1850,landscape,oil
16516-virgin.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
15786-vanitas.jpg,Franciscus GIJSBRECHTS,flemish,oil,1651-1700,still-life,oil
38487-portrai2.jpg,TANZIO DA VARALLO,italian,oil,1601-1650,portrait,oil
37574-amboise.jpg,Andrea SOLARIO,italian,oil,1501-1550,portrait,oil
14822-adormagi.jpg,GAROFALO,italian,oil,1501-1550,religious,oil
36219-tripticx.jpg,SANO di Pietro,italian,tempera,1401-1450,religious,tempera
22179-selfport.jpg,Jacques de L'ESTIN,french,oil,1601-1650,portrait,oil
03911-196madon.jpg,Giovanni BELLINI,italian,oil,1451-1500,religious,oil
00623-annuncia.jpg,ANDREA DEL SARTO,italian,oil,1501-1550,religious,oil
32129-cowsmead.jpg,Paulus POTTER,dutch,oil,1601-1650,landscape,oil
40423-3pinnac3.jpg,UGOLINO DI NERIO,italian,tempera,1301-1350,religious,tempera
10487-achilles.jpg,Donato CRETI,italian,oil,1701-1750,mythological,oil
40917-08adorat.jpg,Flemish UNKNOWN MASTER,flemish,oil,1501-1550,religious,oil
32280-08landsc.jpg,Nicolas POUSSIN,french,oil,1601-1650,landscape,oil
03477-sebastia.jpg,Marcantonio BASSETTI,italian,oil,1601-1650,religious,oil
10961-102david.jpg,Jacques-Louis DAVID,french,oil,1801-1850,portrait,oil
10552-levada1.jpg,Giovanni Battista CROSATO,italian,fresco,1701-1750,interior,fresco
42658-winter_s.jpg,Andries VERMEULEN,dutch,oil,1751-1800,landscape,oil
00615-05trinit.jpg,ANDREA DEL CASTAGNO,italian,fresco,1401-1450,religious,fresco
41496-2scene02.jpg,Italian UNKNOWN MASTER,italian,fresco,1451-1500,mythological,fresco
39950-3oldtesx.jpg,Jacopo TORRITI,italian,fresco,1251-1300,religious,fresco
37498-stillfru.jpg,Frans SNYDERS,flemish,oil,1601-1650,still-life,oil
04550-portable.jpg,Lorenzo di BICCI,italian,tempera,1401-1450,religious,tempera
15884-medici11.jpg,Luca GIORDANO,italian,fresco,1651-1700,mythological,fresco
19000-marieant.jpg,Ludwig GUTTENBRUNN,austrian,oil,1751-1800,portrait,oil
05179-cornar05.jpg,Mattia BORTOLONI,italian,fresco,1701-1750,religious,fresco
13446-naples.jpg,Pietro FABRIS,italian,oil,1751-1800,landscape,oil
23426-01luce.jpg,Maximilien LUCE,french,oil,1851-1900,landscape,oil
20757-ferryboa.jpg,Jacob JORDAENS,flemish,oil,1651-1700,landscape,oil
12282-verso21.jpg,DUCCIO di Buoninsegna,italian,tempera,1301-1350,religious,tempera
03012-04eve1.jpg,Hans BALDUNG GRIEN,german,oil,1501-1550,religious,oil
22292-1foscar6.jpg,Pietro LIBERI,italian,fresco,1601-1650,mythological,fresco
03310-predell7.jpg,BARTOLOMEO DI GIOVANNI,italian,tempera,1451-1500,religious,tempera
43390-f_mark.jpg,Bartolomeo VIVARINI,italian,tempera,1451-1500,religious,tempera
07078-loggia.jpg,Luca CAMBIASO,italian,fresco,1551-1600,mythological,fresco
42731-ducorlea.jpg,Horace VERNET,french,oil,1801-1850,portrait,oil
08181-saints1.jpg,Antonio del CASTILLO,spanish,oil,1601-1650,religious,oil
08966-stillif4.jpg,Pieter CLAESZ.,dutch,oil,1601-1650,still-life,oil
03561-headstud.jpg,Mary BEALE,english,oil,1651-1700,study,oil
36758-symphony.jpg,Moritz von SCHWIND,austrian,oil,1801-1850,other,oil
09262-chastity.jpg,COLA DI PETRUCCIOLI,italian,fresco,1351-1400,religious,fresco
29617-bridget.jpg,NICCOL? DI TOMMASO,italian,tempera,1351-1400,religious,tempera
03177-virgin2.jpg,Pietro BARDELLINO,italian,oil,1751-1800,religious,oil
04602-medici7.jpg,Bartolomeo BIMBI,italian,oil,1651-1700,still-life,oil
02944-selfport.jpg,Jan de BAEN,dutch,oil,1651-1700,portrait,oil
43167-genius.jpg,Élisabeth VIGÉE-LEBRUN,french,oil,1751-1800,mythological,oil
39132-01zianig.jpg,Giovanni Domenico TIEPOLO,italian,fresco,1751-1800,interior,fresco
14312-2crucif1.jpg,Francesco FRANCIA,italian,oil,1501-1550,religious,oil
24909-francis4.jpg,MASTER of St Francis,italian,fresco,1251-1300,religious,fresco
20998-pendant1.jpg,Willem KEY,flemish,oil,1501-1550,portrait,oil
15890-certosa1.jpg,Luca GIORDANO,italian,fresco,1651-1700,religious,fresco
30599-1murano1.jpg,Giovanni Antonio PELLEGRINI,italian,fresco,1701-1750,mythological,fresco
21572-orestes.jpg,Pieter Pietersz. LASTMAN,dutch,oil,1601-1650,mythological,oil
17548-06portra.jpg,Jan GOSSART,flemish,oil,1501-1550,portrait,oil
44132-damiate.jpg,Cornelis Claesz van WIERINGEN,dutch,oil,1601-1650,historical,oil
25906-stillbox.jpg,Luis MELÉNDEZ,spanish,oil,1751-1800,still-life,oil
14584-diana.jpg,Jan FYT,flemish,oil,1601-1650,mythological,oil
31002-guardian.jpg,Giovanni Battista PIAZZETTA,italian,oil,1701-1750,religious,oil
40433-4prede6.jpg,UGOLINO DI NERIO,italian,tempera,1301-1350,religious,tempera
12357-landmagd.jpg,Gaspard DUGHET,french,oil,1651-1700,landscape,oil
32773-08bembo.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,portrait,oil
11997-apollo.jpg,Dosso DOSSI,italian,oil,1501-1550,mythological,oil
23129-2chapte5.jpg,Pietro LORENZETTI,italian,fresco,1301-1350,religious,fresco
09240-charles2.jpg,Claudio COELLO,spanish,oil,1651-1700,portrait,oil
37636-meeting.jpg,Francesco SOLIMENA,italian,oil,1701-1750,historical,oil
24860-charles.jpg,MASTER of Moulins,french,tempera,1451-1500,portrait,tempera
10124-15jerome.jpg,Lucas the Elder CRANACH,german,oil,1501-1550,religious,oil
14643-lastsup.jpg,Agnolo GADDI,italian,tempera,1351-1400,religious,tempera
20889-port_wom.jpg,Angelica KAUFFMANN,swiss,oil,1751-1800,portrait,oil
39154-18zianig.jpg,Giovanni Domenico TIEPOLO,italian,fresco,1751-1800,mythological,fresco
07413-3singing.jpg,Puccio CAPANNA,italian,fresco,1301-1350,religious,fresco
31810-4moonlig.jpg,Egbert van der POEL,dutch,oil,1651-1700,landscape,oil
43221-salinas.jpg,Rodrigo de VILLANDRANDO,spanish,oil,1601-1650,portrait,oil
27183-06autumn.jpg,Jean-François MILLET,french,oil,1851-1900,landscape,oil
13272-lycurgus.jpg,Caesar van EVERDINGEN,dutch,oil,1651-1700,mythological,oil
20730-dianacte.jpg,Jacob JORDAENS,flemish,oil,1651-1700,mythological,oil
18174-inviting.jpg,Pieter de GREBBER,dutch,oil,1601-1650,religious,oil
36823-portgirl.jpg,SEBASTIANO DEL PIOMBO,italian,oil,1501-1550,portrait,oil
24555-26olona.jpg,MASOLINO da Panicale,italian,fresco,1401-1450,religious,fresco
36565-charity.jpg,Bartolomeo SCHEDONI,italian,oil,1601-1650,mythological,oil
03008-03adam_e.jpg,Hans BALDUNG GRIEN,german,oil,1501-1550,religious,oil
34637-laokoon.jpg,Hubert ROBERT,french,oil,1751-1800,genre,oil
07797-063annun.jpg,Vittore CARPACCIO,italian,oil,1501-1550,religious,oil
21653-alexand.jpg,Charles LE BRUN,french,oil,1651-1700,historical,oil
22650-10panel2.jpg,Fra Filippo LIPPI,italian,tempera,1401-1450,religious,tempera
06938-birth_v.jpg,Orsola Maddalena CACCIA,italian,oil,1601-1650,religious,oil
13930-z_nude.jpg,Govert Teunisz. FLINCK,dutch,drawing,1601-1650,other,drawing
11554-landbrid.jpg,Antonio DIZIANI,italian,oil,1751-1800,landscape,oil
16897-walledci.jpg,Hans GODERIS,dutch,oil,1601-1650,landscape,oil
00374-7lot_dau.jpg,Albrecht ALTDORFER,german,oil,1501-1550,religious,oil
04554-italland.jpg,Jean-Joseph-Xavier BIDAULD,french,oil,1751-1800,landscape,oil
17560-18portra.jpg,Jan GOSSART,flemish,oil,1501-1550,portrait,oil
06679-thecreek.jpg,Pieter the Younger BRUEGHEL,flemish,tempera,1551-1600,landscape,tempera
42349-ferry_b.jpg,Esaias van de VELDE,dutch,oil,1601-1650,landscape,oil
24387-viewmarl.jpg,Pierre-Denis MARTIN,french,oil,1651-1700,landscape,oil
02745-scene06.jpg,Amico ASPERTINI,italian,fresco,1501-1550,religious,fresco
03069-j_paris.jpg,Hendrick van BALEN,flemish,oil,1601-1650,religious,oil
01127-coronati.jpg,ANTONIO DA FABRIANO,italian,tempera,1451-1500,religious,tempera
28398-battle.jpg,Jan Miense MOLENAER,dutch,oil,1601-1650,mythological,oil
21158-stillif5.jpg,Roelof KOETS,dutch,oil,1601-1650,still-life,oil
40914-06nativi.jpg,Flemish UNKNOWN MASTER,flemish,oil,1501-1550,religious,oil
30041-stillif4.jpg,Michele PACE DEL CAMPIDOGLIO,italian,oil,1651-1700,still-life,oil
23480-head_boy.jpg,Benedetto LUTI,italian,pastel,1701-1750,portrait,pastel
23470-prince.jpg,Johan Ludwig Gebhard LUND,danish,oil,1801-1850,portrait,oil
37412-hulshout.jpg,Pieter Cornelisz. van SLINGELAND,dutch,oil,1651-1700,portrait,oil
21348-seaport.jpg,Charles-François LACROIX,french,oil,1701-1750,landscape,oil
34434-stillif.jpg,Ludger tom RING the Younger,german,oil,1551-1600,still-life,oil
25259-madonna3.jpg,MATTEO di Giovanni,italian,tempera,1451-1500,religious,tempera
32997-6logget1.jpg,RAFFAELLO Sanzio,italian,fresco,1501-1550,other,fresco
17826-8101goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,portrait,oil
39183-16valmar.jpg,Giovanni Domenico TIEPOLO,italian,fresco,1751-1800,mythological,fresco
33899-14noremb.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
16401-joachi6.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
21030-youngboy.jpg,Thomas de KEYSER,dutch,oil,1601-1650,portrait,oil
30213-2evangel.jpg,PALMA GIOVANE,italian,oil,1551-1600,religious,oil
04111-italianl.jpg,Nicolaes BERCHEM,dutch,oil,1651-1700,landscape,oil
09348-holytrin.jpg,Sebastiano CONCA,italian,oil,1701-1750,religious,oil
13931-grassi.jpg,Sebastiano FLORIGERIO,italian,oil,1501-1550,portrait,oil
37642-1paolo01.jpg,Francesco SOLIMENA,italian,fresco,1701-1750,interior,fresco
18740-guard205.jpg,Francesco GUARDI,italian,oil,1751-1800,landscape,oil
17982-06scene.jpg,Benozzo GOZZOLI,italian,fresco,1451-1500,religious,fresco
04397-prophet1.jpg,Pedro BERRUGUETE,spanish,oil,1451-1500,religious,oil
35949-3utrech4.jpg,Pieter Jansz SAENREDAM,dutch,oil,1601-1650,interior,oil
41432-11buonco.jpg,Italian UNKNOWN MASTER,italian,fresco,1401-1450,mythological,fresco
42160-3angeli.jpg,Giovanni de' VECCHI,italian,fresco,1551-1600,mythological,fresco
36038-memmi.jpg,Pietro SALTINI,italian,oil,1851-1900,historical,oil
20435-humility.jpg,JACOBELLO DEL FIORE,italian,tempera,1401-1450,religious,tempera
44083-07este.jpg,Rogier van der WEYDEN,flemish,oil,1401-1450,portrait,oil
22647-10annun.jpg,Fra Filippo LIPPI,italian,tempera,1401-1450,religious,tempera
37106-1apostl5.jpg,Luca SIGNORELLI,italian,fresco,1451-1500,religious,fresco
37817-herodias.jpg,SPINELLO ARETINO,italian,tempera,1351-1400,religious,tempera
11999-bacchus.jpg,Dosso DOSSI,italian,oil,1501-1550,mythological,oil
17836-blac631.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,other,oil
36764-cleopatr.jpg,Jan van SCOREL,dutch,oil,1501-1550,mythological,oil
13262-waterfal.jpg,Allaert van EVERDINGEN,dutch,oil,1651-1700,landscape,oil
02872-joseph3.jpg,BACCHIACCA,italian,oil,1501-1550,religious,oil
24390-3graces.jpg,Giovanni MARTINELLI,italian,oil,1601-1650,mythological,oil
16408-mary070.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
42404-marine.jpg,Willem van de VELDE the Younger,dutch,oil,1651-1700,landscape,oil
44591-3olympu1.jpg,Giovanni Battista ZELOTTI,italian,fresco,1551-1600,interior,fresco
04830-roxana.jpg,Jan van BOECKHORST,flemish,oil,1601-1650,historical,oil
11279-301delac.jpg,Eug?ne DELACROIX,french,oil,1801-1850,mythological,oil
37104-1apostl3.jpg,Luca SIGNORELLI,italian,fresco,1451-1500,religious,fresco
32515-deathmis.jpg,Jan PROVOST,flemish,oil,1501-1550,religious,oil
00576-024mark.jpg,ANDREA DEL CASTAGNO,italian,fresco,1401-1450,religious,fresco
13710-saronno.jpg,Gaudenzio FERRARI,italian,fresco,1501-1550,religious,fresco
37484-stillife.jpg,Frans SNYDERS,flemish,oil,1601-1650,still-life,oil
42150-flagella.jpg,Antonio VASSILACCHI,italian,oil,1551-1600,religious,oil
38880-18udine.jpg,Giovanni Battista TIEPOLO,italian,fresco,1701-1750,religious,fresco
00597-09chris1.jpg,ANDREA DEL CASTAGNO,italian,fresco,1401-1450,religious,fresco
12964-cesarini.jpg,Sir Anthony van DYCK,flemish,oil,1601-1650,portrait,oil
44726-farnese6.jpg,Taddeo ZUCCARO,italian,fresco,1551-1600,historical,fresco
21516-p_david.jpg,Jérôme-Martin LANGLOIS,french,oil,1801-1850,portrait,oil
15902-03woman.jpg,GIORGIONE,italian,oil,1451-1500,portrait,oil
35760-parents.jpg,Philipp Otto RUNGE,german,oil,1801-1850,portrait,oil
11499-forest.jpg,Narcisse Virgile DIAZ DE LA PE?A,french,oil,1851-1900,landscape,oil
19416-stillifg.jpg,Willem Claesz. HEDA,dutch,oil,1601-1650,still-life,oil
07444-youngman.jpg,Giovanni Battista CARACCIOLO,italian,oil,1601-1650,portrait,oil
42466-flower5.jpg,Gaspar Peeter the Younger VERBRUGGEN,flemish,oil,1701-1750,still-life,oil
05832-2erasmu3.jpg,Dieric the Elder BOUTS,flemish,oil,1451-1500,religious,oil
06019-2judith.jpg,Salomon de BRAY,dutch,oil,1601-1650,religious,oil
41371-06arena1.jpg,Italian UNKNOWN MASTER,italian,fresco,1301-1350,religious,fresco
37876-pieta.jpg,Massimo STANZIONE,italian,oil,1601-1650,religious,oil
11362-landscap.jpg,Solomon DELANE,irish,oil,1751-1800,landscape,oil
19511-lamentax.jpg,Maerten van HEEMSKERCK,dutch,oil,1501-1550,religious,oil
43848-portgent.jpg,Jan WEENIX,dutch,oil,1651-1700,portrait,oil
20995-william1.jpg,Adriaen Thomasz KEY,flemish,oil,1551-1600,portrait,oil
05160-canova.jpg,Giuseppe BORSATO,italian,oil,1801-1850,historical,oil
04496-stilmous.jpg,Abraham van BEYEREN,dutch,oil,1651-1700,still-life,oil
24388-viewvers.jpg,Pierre-Denis MARTIN,french,oil,1651-1700,landscape,oil
00325-3poggio.jpg,Alessandro ALLORI,italian,fresco,1551-1600,mythological,fresco
36306-cuelen_e.jpg,Dirck Dircksz. SANTVOORT,dutch,oil,1601-1650,portrait,oil
25297-odysseus.jpg,Hubert MAURER,austrian,oil,1751-1800,mythological,oil
24361-lambert.jpg,Benjamin MARSHALL,english,oil,1801-1850,portrait,oil
35888-orchard.jpg,Théo van RYSSELBERGHE,belgian,oil,1851-1900,genre,oil
15331-colonna5.jpg,Filippo GHERARDI,italian,fresco,1601-1650,historical,fresco
30346-altar3.jpg,PAOLO VENEZIANO,italian,tempera,1301-1350,religious,tempera
14795-bearded.jpg,Ubaldo GANDOLFI,italian,oil,1751-1800,portrait,oil
19280-port_wom.jpg,Adriaen HANNEMAN,dutch,oil,1601-1650,portrait,oil
39746-11venusa.jpg,TIZIANO Vecellio,italian,oil,1501-1550,mythological,oil
16363-16figure.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
07954-triptyc1.jpg,Annibale CARRACCI,italian,oil,1551-1600,religious,oil
08496-10early.jpg,Paul CÉZANNE,french,oil,1851-1900,landscape,oil
29144-landscap.jpg,Frederick de MOUCHERON,dutch,oil,1651-1700,landscape,oil
26376-river_la.jpg,Pieter MEULENER,flemish,oil,1601-1650,landscape,oil
37088-9vault8.jpg,Luca SIGNORELLI,italian,fresco,1451-1500,religious,fresco
32477-r_helene.jpg,Francesco PRIMATICCIO,italian,oil,1501-1550,mythological,oil
11107-pensive.jpg,Alfred DEDREUX,french,oil,1801-1850,portrait,oil
23108-06pieve.jpg,Pietro LORENZETTI,italian,tempera,1301-1350,religious,tempera
16555-crucifiz.jpg,GIOVANNI DA MILANO,italian,tempera,1301-1350,religious,tempera
40762-06icon.jpg,Russian UNKNOWN ICON PAINTER,russian,tempera,1451-1500,religious,tempera
38783-thoma5.jpg,Hans THOMA,german,oil,1851-1900,religious,oil
33469-04mythol.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,mythological,oil
13269-diogenes.jpg,Caesar van EVERDINGEN,dutch,oil,1651-1700,mythological,oil
13775-melanchx.jpg,Domenico FETTI,italian,oil,1601-1650,mythological,oil
03414-07cardin.jpg,Jacopo BASSANO,italian,oil,1551-1600,portrait,oil
31480-rosso1.jpg,Domenico PIOLA,italian,fresco,1651-1700,mythological,fresco
05829-2erasmu0.jpg,Dieric the Elder BOUTS,netherlandish,oil,1451-1500,religious,oil
30566-ruins.jpg,Bartolomeo PEDON,italian,oil,1701-1750,landscape,oil
35992-joan_arc.jpg,Gillot SAINT-EVRE,french,oil,1801-1850,historical,oil
44068-1gros2.jpg,Rogier van der WEYDEN,flemish,oil,1401-1450,portrait,oil
33391-13newtes.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,religious,oil
18857-gregory1.jpg,GUERCINO,italian,oil,1601-1650,portrait,oil
37986-girlsrun.jpg,Philip Wilson STEER,english,oil,1851-1900,landscape,oil
14661-11baronc.jpg,Taddeo GADDI,italian,fresco,1301-1350,religious,fresco
11529-sacrific.jpg,Christian Wilhelm Ernst DIETRICH,german,oil,1701-1750,religious,oil
12441-bosphoru.jpg,Jean Baptiste Henri DURAND-BRAGER,french,oil,1851-1900,landscape,oil
10046-madchild.jpg,Guidoccio COZZARELLI,italian,tempera,1451-1500,religious,tempera
01004-rural_sc.jpg,ANGELUCCIO,italian,oil,1601-1650,landscape,oil
32775-09portra.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,portrait,oil
32464-baglioni.jpg,Andrea PREVITALI,italian,oil,1501-1550,religious,oil
12267-verso12.jpg,DUCCIO di Buoninsegna,italian,tempera,1301-1350,religious,tempera
44777-casilda.jpg,Francisco de ZURBARÁN,spanish,oil,1601-1650,religious,oil
44233-amersfoo.jpg,Matthias WITHOOS,dutch,oil,1651-1700,landscape,oil
43011-04barbar.jpg,Paolo VERONESE,italian,oil,1551-1600,portrait,oil
38684-officer.jpg,Gerard TERBORCH,dutch,oil,1651-1700,genre,oil
37919-rhetor.jpg,Jan STEEN,dutch,oil,1651-1700,genre,oil
40770-121icon.jpg,Russian UNKNOWN ICON PAINTER,russian,tempera,1501-1550,religious,tempera
04771-classlan.jpg,Jan Frans van BLOEMEN,flemish,oil,1651-1700,landscape,oil
32405-port_wom.jpg,Ambrogio de PREDIS,italian,oil,1451-1500,portrait,oil
33906-21noremb.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
16830-lovers.jpg,GIULIO ROMANO,italian,oil,1501-1550,genre,oil
41102-04tripti.jpg,German UNKNOWN MASTER,german,tempera,1401-1450,religious,tempera
20192-nieuwe4.jpg,Gerard HOUCKGEEST,dutch,oil,1601-1650,interior,oil
18035-41vigil.jpg,Benozzo GOZZOLI,italian,fresco,1451-1500,religious,fresco
31466-port_boy.jpg,PINTURICCHIO,italian,oil,1451-1500,portrait,oil
36719-birds2.jpg,Aert SCHOUMAN,dutch,oil,1701-1750,still-life,oil
20957-insects1.jpg,Jan van KESSEL I,flemish,oil,1651-1700,still-life,oil
37402-park.jpg,Antonín SLAVÍ?EK,bohemian,tempera,1851-1900,landscape,tempera
39505-21portra.jpg,TINTORETTO,italian,oil,1551-1600,portrait,oil
19581-isaac.jpg,Jan Sanders van HEMESSEN,flemish,oil,1501-1550,religious,oil
02946-evening.jpg,Albert BAERTSOEN,belgian,oil,1851-1900,landscape,oil
13236-stillif2.jpg,Juan de ESPINOSA,spanish,oil,1601-1650,still-life,oil
17987-10scene.jpg,Benozzo GOZZOLI,italian,fresco,1451-1500,religious,fresco
03794-069portr.jpg,Giovanni BELLINI,italian,oil,1451-1500,portrait,oil
03659-stilfrui.jpg,Osias the Elder BEERT,flemish,oil,1601-1650,still-life,oil
04817-belforte.jpg,Giovanni di Piermatteo BOCCATI,italian,tempera,1451-1500,religious,tempera
32460-tomyris.jpg,Mattia PRETI,italian,oil,1651-1700,historical,oil
20374-14ingres.jpg,Jean-Auguste-Dominique INGRES,french,oil,1801-1850,historical,oil
33573-102ports.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
07644-vision.jpg,Vicente CARDUCHO,spanish,oil,1601-1650,religious,oil
03598-1trinity.jpg,Domenico BECCAFUMI,italian,oil,1501-1550,religious,oil
30573-mharbour.jpg,Bonaventura I PEETERS,flemish,oil,1601-1650,landscape,oil
20452-josephbr.jpg,Lambert JACOBSZ.,dutch,oil,1601-1650,religious,oil
42154-1view.jpg,Giovanni de' VECCHI,italian,fresco,1551-1600,mythological,fresco
35356-stillif1.jpg,Willem Frederik van ROYEN,dutch,oil,1651-1700,still-life,oil
38268-sebastia.jpg,Bernardo STROZZI,italian,oil,1601-1650,religious,oil
39744-10mirror.jpg,TIZIANO Vecellio,italian,oil,1501-1550,mythological,oil
08434-laundres.jpg,Giacomo CERUTI,italian,oil,1701-1750,genre,oil
44570-15monza.jpg,Franceschino ZAVATTARI,italian,fresco,1401-1450,religious,fresco
36935-siege1.jpg,Dominic SERRES,french,oil,1751-1800,historical,oil
44423-daughter.jpg,Joachim WTEWAEL,dutch,oil,1601-1650,portrait,oil
32755-02baron1.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,religious,oil
38778-silvio_d.jpg,Daniel Janszoon THIVAERT,dutch,oil,1601-1650,mythological,oil
13720-3altar.jpg,Gaudenzio FERRARI,italian,fresco,1501-1550,religious,fresco
14750-sisera.jpg,Mateo GALLARDO,spanish,oil,1601-1650,religious,oil
31767-magdalen.jpg,Giambattista PITTONI,italian,oil,1701-1750,religious,oil
18184-triumph.jpg,Pieter de GREBBER,dutch,oil,1601-1650,historical,oil
05091-youngvox.jpg,Paris BORDONE,italian,oil,1501-1550,portrait,oil
00466-juno.jpg,Jacopo AMIGONI,italian,oil,1701-1750,mythological,oil
21453-meeting.jpg,Gaspare LANDI,italian,oil,1801-1850,mythological,oil
23848-3manet07.jpg,Edouard MANET,french,oil,1851-1900,portrait,oil
39625-4christo.jpg,TIZIANO Vecellio,italian,fresco,1501-1550,religious,fresco
42839-07cruci2.jpg,Paolo VERONESE,italian,oil,1551-1600,religious,oil
38441-09szinye.jpg,Pál SZINYEI MERSE,hungarian,oil,1851-1900,genre,oil
24936-berswor1.jpg,MASTER of the Berswordt Altarpiece,german,tempera,1351-1400,religious,tempera
00620-08portra.jpg,ANDREA DEL CASTAGNO,italian,tempera,1401-1450,portrait,tempera
00213-phaeton6.jpg,Francesco ALBANI,italian,fresco,1601-1650,mythological,fresco
11132-early23.jpg,Edgar DEGAS,french,oil,1851-1900,portrait,oil
25117-8head.jpg,MASTER of the Legend of Saint Ursula (I),flemish,oil,1451-1500,religious,oil
19606-altar6.jpg,Friedrich HERLIN,german,oil,1451-1500,religious,oil
25338-portlady.jpg,Girolamo MAZZOLA BEDOLI,italian,oil,1501-1550,portrait,oil
43419-polyptic.jpg,Bartolomeo VIVARINI,italian,tempera,1451-1500,religious,tempera
05391-basket.jpg,Johannes BOSSCHAERT,dutch,oil,1601-1650,still-life,oil
00453-arthaber.jpg,Friedrich von AMERLING,austrian,oil,1801-1850,portrait,oil
28405-duet1.jpg,Jan Miense MOLENAER,dutch,oil,1601-1650,genre,oil
12382-pallas_a.jpg,Karel DUJARDIN,dutch,oil,1651-1700,mythological,oil
29768-narcissu.jpg,Joseph-Denis ODEVAERE,flemish,oil,1801-1850,mythological,oil
33638-22sp1668.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
44435-tributem.jpg,Joachim WTEWAEL,dutch,oil,1601-1650,religious,oil
04573-concert.jpg,Jan van BIJLERT,dutch,oil,1601-1650,genre,oil
00559-10saint.jpg,ANDREA DA FIRENZE,italian,tempera,1351-1400,religious,tempera
16365-trompe.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
14041-crucifix.jpg,Vincenzo FOPPA,italian,tempera,1451-1500,religious,tempera
18596-1view2l.jpg,Matthias GRÜNEWALD,german,oil,1501-1550,religious,oil
44292-venice1.jpg,Caspar Andriaans van WITTEL,dutch,oil,1651-1700,landscape,oil
28780-madonna1.jpg,Luis de MORALES,spanish,oil,1551-1600,religious,oil
